Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission_grade_sqrt,Curricular_units_1st_sem_grade_reflect_log,Curricular_units_2nd_sem_grade_reflect_log,Curricular_units_1st_sem_category,Curricular_units_2nd_sem_category
1,1,1,9003,1,1,0.03690696313447821,1,38,38,4,8,115.0,0,0,1,1,1,0,21,0,8,12,13,12,14.538461538461538,0,4,12,14,12,14.461538461538462,0,15.5,2.8,-4.06,Graduate,-0.8269003677845127,-1.040006637242637,-1.0159392989767584,3,3
1,43,1,9500,1,1,-0.04650952722715268,1,1,38,7,7,129.6,0,1,0,1,1,0,23,0,0,7,10,6,12.733333333333334,0,0,8,10,7,11.95,0,16.2,0.3,-0.92,Graduate,0.21001520079020988,-0.35828711641153715,-0.1688320153859585,2,2
1,51,1,9070,1,1,-0.8048412577874374,1,38,38,9,9,128.8,1,0,0,1,1,0,21,0,4,12,13,5,13.2,0,4,12,12,4,13.5,0,8.9,1.4,3.51,Dropout,0.15476048545557386,-0.5163977828971957,-0.6506065993013443,3,3
1,1,3,171,1,1,1.6976534530615022,1,4,3,1,1,144.2,1,0,0,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,1.1899919037457882,2.036446916444918,1.8295193665134917,1,1
2,39,1,9238,1,1,-0.9565076038994943,1,37,37,7,7,134.0,0,0,0,1,1,1,40,0,0,6,7,6,12.333333333333334,0,0,6,10,4,12.75,0,8.9,1.4,3.51,Dropout,0.510913819242599,-0.23077976049762666,-0.40380748527924615,2,2
1,43,1,9147,1,1,-0.2740090463952381,1,19,1,9,5,112.0,0,0,0,1,1,0,22,0,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout,-1.04797703128567,0.0967849228366777,0.017356163475325672,1,1
1,1,2,9500,1,1,0.8634885494451889,1,38,37,9,9,128.8,1,0,0,1,1,0,19,0,0,7,7,6,13.2,0,0,7,7,6,13.2,0,7.6,2.6,0.32,Graduate,0.15476048545557386,-0.5163977828971957,-0.5484124060615706,3,3
1,39,1,9119,1,1,-0.19817587333920963,1,19,37,9,9,134.0,0,0,0,1,1,1,24,0,0,5,8,5,11.833333333333334,0,0,5,8,4,14.0,0,12.7,3.7,-1.7,Enrolled,0.510913819242599,-0.0805862447418641,-0.8327102024034606,2,3
1,1,1,9254,1,1,0.03690696313447821,1,3,1,2,4,125.0,0,0,0,1,1,0,21,0,0,6,10,5,11.333333333333334,0,0,6,14,2,11.5,0,12.7,3.7,-1.7,Enrolled,-0.11007431429507004,0.06054470593924564,-0.04727767276564925,1,2
1,17,4,9119,1,1,0.02932364582887579,1,3,1,9,3,123.2,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,5,14.6,0,8.9,1.4,3.51,Graduate,-0.2369269703388094,-0.6609819827861185,-1.074146943584818,3,3
1,17,3,9119,1,1,-0.12234270028318116,1,37,37,9,7,118.4,0,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,10,2,11.5,4,7.6,2.6,0.32,Dropout,-0.5798047147838975,2.036446916444918,-0.04727767276564925,1,2
1,51,1,9670,1,1,0.03690696313447821,1,3,1,3,10,116.2,0,0,0,1,1,0,24,0,0,6,11,5,12.857142857142858,0,0,6,12,5,13.666666666666666,0,11.1,0.6,2.02,Dropout,-0.7392782215264435,-0.3992045997021039,-0.7095858159709496,2,3
1,39,1,9119,1,1,0.03690696313447821,1,37,19,9,3,123.0,0,0,0,1,1,1,28,0,0,5,16,3,14.333333333333334,0,0,5,9,5,12.428571428571429,0,9.4,-0.8,-3.12,Enrolled,-0.2510787513755593,-0.9517571766762263,-0.30624488294696117,3,2
1,17,1,9670,1,1,-1.1081739500115513,1,19,38,7,9,113.5,1,0,0,1,0,1,19,0,0,6,9,5,13.5,0,0,6,6,6,14.0,0,12.4,0.5,1.79,Graduate,-0.9370734728214007,-0.6239897145645955,-0.8327102024034606,3,3
1,51,1,9085,1,40,-0.9565076038994943,1,3,3,4,2,125.0,0,0,0,1,0,0,28,0,0,6,8,6,14.428571428571429,0,0,6,12,4,15.6,0,11.1,0.6,2.02,Enrolled,-0.11007431429507004,-0.9923165841371142,-1.550012893015042,3,3
1,17,3,9853,1,1,0.03690696313447821,1,12,1,4,0,134.8,1,0,0,1,0,0,18,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,0.5650890698278523,2.036446916444918,1.8295193665134917,1,1
1,1,1,171,1,1,0.9393217225012175,1,3,1,4,3,149.9,1,0,0,0,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate,1.5590313850313808,2.036446916444918,1.8295193665134917,1,1
1,1,1,9500,1,1,-0.577341738619352,1,1,1,4,4,119.8,1,0,0,1,0,1,19,0,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12,Graduate,-0.47909204111276743,-0.3897576857154636,-0.4284114523390018,2,2
1,43,1,9130,1,1,-0.577341738619352,1,39,3,3,2,125.0,1,0,0,1,0,0,21,0,0,5,6,0,0.0,5,0,5,6,4,13.75,1,10.8,1.4,1.74,Graduate,-0.11007431429507004,2.036446916444918,-0.7397026993509345,1,3
1,1,3,9500,1,1,1.166821241669303,1,1,19,4,5,135.1,1,0,1,1,0,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,13.9,-0.3,0.79,Dropout,0.5853633280076944,2.036446916444918,1.8295193665134917,1,1
1,1,4,9070,1,1,0.48432268416504665,1,3,19,1,5,138.3,1,0,0,1,0,0,19,0,0,6,6,6,14.666666666666666,0,0,6,6,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,0.8002370238177509,-1.0969021392571965,-0.537355865609977,3,3
1,17,2,9500,1,1,-0.19817587333920963,1,38,38,7,7,122.5,1,0,0,1,0,0,19,0,0,8,8,7,13.937142857142858,0,0,8,8,7,13.937142857142858,0,10.8,1.4,1.74,Graduate,-0.28650862264991855,-0.790192981411555,-0.8089384853138663,3,3
1,1,1,9070,1,1,1.166821241669303,1,3,1,2,10,148.0,1,0,0,1,0,0,20,0,7,12,12,10,14.7,0,8,12,12,12,14.583333333333334,0,15.5,2.8,-4.06,Graduate,1.4368104362263072,-1.1119244202437675,-1.067055225102038,3,3
1,1,2,9773,1,1,-0.19817587333920963,1,1,1,9,4,126.2,1,0,0,1,0,0,18,0,0,6,6,6,11.666666666666666,0,0,6,6,5,12.2,0,12.7,3.7,-1.7,Graduate,-0.02601269328280168,-0.03259046479514083,-0.23950228819224503,2,2
1,43,4,9500,1,6,0.10515681888490426,1,37,37,9,9,129.8,1,0,0,1,0,0,20,0,0,7,7,6,14.85,0,0,7,7,6,14.85,0,7.6,2.6,0.32,Graduate,0.22380221220658025,-1.1807444470760589,-1.183473440830728,3,3
1,39,1,9085,1,19,0.03690696313447821,1,19,37,7,90,104.0,0,0,0,1,0,0,26,0,0,5,11,1,12.0,1,0,5,12,0,0.0,4,10.8,1.4,1.74,Dropout,-1.652430272074424,-0.12958724463951077,1.8295193665134917,2,1
1,18,4,9500,1,1,0.33265633805298966,1,3,1,3,4,126.7,1,0,0,1,0,0,18,0,0,7,8,7,13.6875,0,0,8,9,8,15.622222222222222,0,13.9,-0.3,0.79,Dropout,0.008894979393790045,-0.6938370574292125,-1.5619025557635091,3,3
1,39,1,8014,0,1,-0.19817587333920963,1,37,37,9,9,120.0,0,0,0,1,0,0,58,0,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,Graduate,-0.46475265572119034,-0.2515542563693218,-0.07369353645992804,2,2
1,1,2,9500,1,1,0.33265633805298966,1,1,3,4,3,124.6,0,0,0,1,0,0,18,0,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate,-0.13818444942852168,-0.5868506454755347,-0.6654910713065262,3,3
1,44,1,9085,1,1,-0.19817587333920963,1,1,1,4,3,130.0,1,0,0,1,0,0,20,0,0,6,13,5,11.8,0,0,6,19,4,12.0,0,12.4,0.5,1.79,Enrolled,0.2375786059737014,-0.07090800043075002,-0.18277876565418802,2,2
1,17,1,9991,0,1,0.5601558572210751,1,38,37,6,7,127.3,0,0,0,1,0,0,20,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.05069339194385043,2.036446916444918,1.8295193665134917,1,1
1,2,1,9147,1,1,1.3184875877813598,1,37,37,9,9,122.0,1,0,0,1,0,0,29,0,13,15,19,13,11.76923076923077,0,12,14,17,14,11.928571428571429,0,9.4,-0.8,-3.12,Graduate,-0.32201087386719734,-0.06200963087062838,-0.16288282422149003,2,2
1,7,1,9238,1,3,-0.19817587333920963,1,1,1,4,10,125.1,0,0,1,0,0,0,27,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout,-0.1030538108635468,2.036446916444918,1.8295193665134917,1,1
1,1,1,9085,1,1,0.03690696313447821,1,19,38,5,7,110.0,1,0,0,1,0,1,21,0,0,6,8,6,13.285714285714286,0,0,6,11,6,13.0,0,11.1,0.6,2.02,Graduate,-1.197010224818635,-0.5466368109296078,-0.482922357105654,3,2
1,1,1,9238,1,1,0.10515681888490426,1,1,19,4,9,129.8,0,0,0,1,0,1,20,0,0,6,6,6,11.666666666666666,0,0,6,8,6,11.166666666666666,0,15.5,2.8,-4.06,Graduate,0.22380221220658025,-0.03259046479514083,0.03846995434723837,2,1
1,17,1,9238,1,1,-0.577341738619352,1,19,38,3,7,114.9,0,0,0,1,0,1,19,0,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate,-0.8342228043452987,0.014440510220084973,-0.23950228819224503,1,2
1,1,1,9500,1,1,0.6359890302771035,1,37,38,6,6,125.6,1,0,0,1,0,1,22,0,0,7,9,6,13.081666666666669,0,0,8,12,6,13.15,0,11.1,0.6,2.02,Graduate,-0.06799330754250005,-0.47528310828929615,-0.5318491554895461,3,3
1,18,3,9070,1,1,0.40848951110901816,1,38,37,9,7,125.1,1,0,0,1,0,1,19,0,0,6,6,6,12.666666666666666,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,Graduate,-0.1030538108635468,-0.33654747358697984,-0.482922357105654,2,2
1,17,1,9773,1,1,-1.2598402961236081,1,37,1,9,8,115.7,1,0,1,0,0,0,19,0,0,6,6,3,11.333333333333334,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout,-0.7757322035879867,0.06054470593924564,1.8295193665134917,1,1
1,1,3,9853,1,1,-0.8048412577874374,1,3,3,2,2,112.6,1,0,0,1,0,0,23,0,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled,-1.0035270221070638,-0.6609819827861185,-0.07369353645992804,3,2
1,1,3,9773,1,1,-0.12234270028318116,1,1,1,4,4,127.2,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Dropout,0.043733841160646346,-0.5047429033749147,-0.5484124060615706,3,3
1,44,1,9130,1,39,0.5601558572210751,1,1,19,4,8,140.0,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,44,1,9003,1,39,0.5601558572210751,1,1,1,4,3,140.0,1,0,0,1,0,0,20,0,0,6,10,5,11.666666666666666,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate,0.9133778737855518,-0.03259046479514083,-0.3577187225408904,2,2
1,1,4,9238,1,1,-0.425675392507295,1,1,38,9,7,120.4,1,0,0,1,0,1,19,0,0,6,6,6,13.5,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate,-0.43610968869029443,-0.6239897145645955,-0.6258238349806081,3,3
1,39,1,9085,1,19,0.03690696313447821,1,37,37,9,9,100.0,1,0,1,0,0,1,26,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,-1.9633804969933395,2.036446916444918,1.8295193665134917,1,1
1,1,1,9238,1,1,-1.1840071230675797,1,1,19,4,7,113.5,1,0,0,1,0,1,18,0,0,6,6,6,13.166666666666666,0,0,6,7,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,-0.9370734728214007,-0.5047429033749147,-0.8877497175455364,3,3
1,1,1,9085,1,1,1.3184875877813598,1,37,37,4,9,132.1,1,0,1,1,0,0,29,0,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout,0.3815958057746496,-0.2830660084660987,-0.32754056164202144,2,2
1,44,1,9003,1,39,2.0768193183416446,1,3,1,2,6,160.0,1,0,0,0,0,0,20,0,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate,2.196110494550718,-0.5785569816785792,-0.482922357105654,3,2
1,1,1,9070,1,1,-0.3498422194512666,1,19,2,7,3,126.3,1,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,Graduate,-0.019025634284362863,-0.5047429033749147,-0.37807895518821505,3,2
1,44,1,9085,1,39,2.0768193183416446,1,1,1,4,4,160.0,1,0,0,1,0,0,23,0,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,Enrolled,2.196110494550718,-0.5875732249210661,-0.6506065993013443,3,3
1,43,1,9556,1,1,-0.5015085655633235,1,2,3,3,2,100.0,0,0,0,1,0,0,25,0,2,7,10,3,13.0,0,1,8,10,3,11.666666666666666,4,10.8,1.4,1.74,Enrolled,-1.9633804969933395,-0.4473237708034709,-0.09148886044468256,2,2
1,18,1,9500,1,1,0.18098999194093274,1,3,3,1,1,125.8,1,0,0,1,0,0,18,0,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,Graduate,-0.0539886502238788,-0.5004286921687389,-0.533263800380945,3,3
1,1,3,9070,1,1,0.48432268416504665,1,1,38,4,7,142.2,1,0,0,1,0,1,19,0,0,6,6,6,12.833333333333334,0,0,6,6,6,12.833333333333334,0,9.4,-0.8,-3.12,Graduate,1.0587806064625913,-0.39128007993003266,-0.4298522650949122,2,2
1,17,2,9853,1,1,-0.577341738619352,1,1,19,5,5,119.4,1,0,0,1,0,0,18,0,0,7,10,7,12.142857142857142,0,0,7,7,7,13.142857142857142,0,12.4,0.5,1.79,Graduate,-0.5078067652672098,-0.17242070133885665,-0.5294935107839333,2,3
1,1,2,9500,1,1,-2.0181720266838927,1,1,19,4,4,106.4,1,0,0,1,0,1,19,0,0,7,9,5,13.34,0,0,7,9,6,12.385714285714286,0,12.4,0.5,1.79,Enrolled,-1.468725460666485,-0.565992328865205,-0.29356945814197943,3,2
1,7,1,8014,0,40,-0.9565076038994943,1,37,19,9,3,120.0,0,0,0,1,0,0,36,0,6,10,15,4,13.0,0,5,9,10,4,13.75,0,8.9,1.4,3.51,Dropout,-0.46475265572119034,-0.4473237708034709,-0.7397026993509345,2,3
1,44,1,9003,1,39,1.3184875877813598,1,1,38,4,9,150.0,0,0,0,1,1,1,20,0,0,6,18,3,12.0,0,0,6,17,3,11.666666666666666,0,15.5,2.8,-4.06,Enrolled,1.5654425487340737,-0.12958724463951077,-0.09148886044468256,2,2
1,17,2,171,1,1,-0.19817587333920963,41,1,1,2,3,148.6,1,0,0,1,1,0,20,1,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,1.4754908394147053,2.036446916444918,1.8295193665134917,1,1
1,1,1,9238,1,1,-1.2598402961236081,1,38,38,9,8,108.7,1,0,0,1,1,0,18,0,0,6,9,5,11.0,0,0,6,12,0,0.0,0,11.1,0.6,2.02,Dropout,-1.2946093606026705,0.15011400589872448,1.8295193665134917,1,1
1,44,1,9003,1,39,-0.19817587333920963,1,3,1,4,6,130.0,0,0,0,1,1,0,19,0,0,6,8,5,11.5,0,0,6,11,6,11.333333333333334,0,12.4,0.5,1.79,Enrolled,0.2375786059737014,0.014440510220084973,-0.003970134972402458,1,1
1,17,1,9238,1,1,0.5601558572210751,1,1,44,4,2,124.6,1,0,1,0,1,0,20,0,3,9,9,3,13.333333333333334,0,2,6,6,2,12.5,0,8.9,1.4,3.51,Dropout,-0.13818444942852168,-0.5636066929450035,-0.32754056164202144,3,2
1,1,2,9500,1,1,0.10515681888490426,1,19,19,4,7,131.0,1,0,0,1,1,0,18,0,0,7,9,7,14.594444444444443,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,Graduate,0.3063021640406227,-1.0646810167524143,-0.6408571847089819,3,3
1,44,1,9130,1,39,-0.19817587333920963,1,3,1,3,6,130.0,1,0,1,1,1,0,20,0,2,6,9,4,11.0,0,1,6,13,3,10.666666666666666,0,12.4,0.5,1.79,Dropout,0.2375786059737014,0.15011400589872448,0.1609165244659042,1,1
1,18,1,9119,1,1,-0.8048412577874374,1,19,1,90,3,116.1,1,0,1,0,1,0,24,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,-0.7465627341175709,2.036446916444918,1.8295193665134917,1,1
1,17,1,9773,1,1,-0.3498422194512666,1,19,38,5,7,125.6,1,0,0,1,1,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout,-0.06799330754250005,2.036446916444918,1.8295193665134917,1,1
1,17,1,9119,1,1,-0.19817587333920963,1,19,19,7,9,121.3,1,0,0,1,1,0,18,0,0,5,9,1,12.0,0,0,5,10,2,12.0,3,7.6,2.6,0.32,Dropout,-0.37183647282206916,-0.12958724463951077,-0.18277876565418802,2,2
1,1,3,9119,1,1,-1.4873398152916937,1,4,38,2,7,107.4,1,0,0,1,1,0,18,0,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,Graduate,-1.392793881805874,-0.8150928023269663,-0.5484124060615706,3,3
1,1,1,9254,1,1,-0.5015085655633235,1,1,19,4,4,116.9,0,0,0,1,1,0,18,0,0,6,8,6,13.571428571428571,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Graduate,-0.6883741540440937,-0.6503529481471566,-0.1275342384472761,3,2
1,43,2,9670,1,1,0.18098999194093274,1,3,19,1,7,123.5,1,0,0,1,1,0,22,0,0,6,12,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,-0.21572081914879157,2.036446916444918,1.8295193665134917,1,1
1,1,1,9670,1,1,0.6359890302771035,1,19,38,9,9,130.5,0,0,0,1,1,0,19,0,0,6,8,6,14.25,0,0,6,7,6,13.857142857142858,0,11.1,0.6,2.02,Graduate,0.27197329867920644,-0.9168354503827804,-0.7790642435065923,3,3
2,39,1,9085,1,12,0.03690696313447821,1,1,39,5,3,140.0,1,0,1,0,0,0,32,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,0.9133778737855518,2.036446916444918,1.8295193665134917,1,1
1,17,1,9853,1,1,0.03690696313447821,1,34,19,0,3,117.1,1,0,0,1,0,1,21,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,-0.6738581460144059,2.036446916444918,1.8295193665134917,1,1
1,18,1,9500,1,1,0.8634885494451889,1,37,37,6,6,127.5,1,0,0,1,0,1,19,0,0,8,8,7,13.542857142857144,0,0,8,8,7,13.542857142857144,0,12.7,3.7,-1.7,Graduate,0.06460429776620459,-0.639771981663995,-0.6656165949696334,3,3
4,43,1,8014,0,1,0.5601558572210751,1,38,37,9,9,126.0,0,0,0,1,0,1,39,0,3,9,9,9,13.11111111111111,0,2,7,10,7,11.714285714285714,0,12.7,3.7,-1.7,Graduate,-0.03999512096561088,-0.4854461983156713,-0.1042919338050483,3,2
1,43,1,8014,0,10,-2.473171065020064,1,34,34,0,0,113.0,1,0,0,1,0,0,30,0,3,9,11,9,12.666666666666666,0,2,7,7,7,12.142857142857142,0,7.6,2.6,0.32,Graduate,-0.9739594470810594,-0.33654747358697984,-0.22314002777812494,2,2
1,1,1,9147,1,1,0.18098999194093274,1,1,19,5,5,130.1,1,0,0,1,0,0,18,0,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,Dropout,0.24446282889649298,0.215110191673913,0.31389340433108354,1,1
2,43,1,9991,0,1,-0.19817587333920963,1,37,37,9,9,110.0,1,0,0,1,0,0,38,0,4,10,14,4,10.75,0,2,10,10,2,10.0,0,7.6,2.6,0.32,Dropout,-1.197010224818635,0.215110191673913,0.31389340433108354,1,1
1,1,3,9070,1,1,1.0909880686132745,1,34,37,5,7,135.8,1,0,0,1,0,0,20,0,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,0.6325825680452057,-0.6859724711132459,-0.5932246966900222,3,3
1,39,1,8014,0,19,1.2426544147253313,1,34,34,0,0,126.3,0,0,0,1,0,0,55,0,0,6,6,6,13.833333333333334,0,1,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Graduate,-0.019025634284362863,-0.7496420386941152,-0.4298522650949122,3,2
4,27,1,9070,1,2,-0.19817587333920963,1,34,34,0,0,130.0,0,0,0,1,0,0,53,0,15,18,18,17,13.176470588235292,0,13,18,18,16,13.0,0,7.6,2.6,0.32,Dropout,0.2375786059737014,-0.5081647865823455,-0.482922357105654,3,2
2,39,1,8014,0,1,-0.9565076038994943,1,34,34,0,0,104.0,0,0,0,1,0,0,54,0,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,Dropout,-1.652430272074424,-0.36375373624893487,-0.3577187225408904,2,2
1,43,1,9500,1,1,-0.577341738619352,1,37,37,9,7,123.6,1,0,0,1,0,1,18,0,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled,-0.20865782690491744,-0.40015734825483235,-0.4382546640737966,2,2
1,39,1,8014,0,1,0.03690696313447821,1,37,37,9,8,121.0,0,0,1,0,0,0,44,0,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,Dropout,-0.39323430238723744,-0.12958724463951077,-0.18277876565418802,2,2
1,43,1,9238,1,1,1.2426544147253313,1,37,37,9,6,130.5,1,0,0,1,0,0,28,0,8,11,11,9,11.666666666666666,0,8,11,13,9,12.555555555555555,0,10.8,1.4,1.74,Graduate,0.27197329867920644,-0.03259046479514083,-0.34425311629553557,2,2
1,7,1,8014,0,43,3.593482779462214,1,19,19,9,4,180.0,0,0,0,1,0,0,37,0,12,14,14,14,16.5,0,8,11,11,11,16.90909090909091,0,8.9,1.4,3.51,Graduate,3.400879311456788,-2.1120204076789246,-2.3974070436171067,3,3
1,43,1,9238,1,1,-1.714839334459779,1,14,14,90,90,112.5,1,0,0,1,0,0,20,0,8,10,14,9,12.333333333333334,0,3,7,10,7,11.77777777777778,0,7.6,2.6,0.32,Graduate,-1.0109271181509503,-0.23077976049762666,-0.12148393233309729,2,2
1,1,3,9500,1,1,-0.12234270028318116,1,19,3,3,2,126.1,1,0,0,1,0,0,18,0,0,7,8,7,12.59125,0,0,8,11,7,12.820000000000002,0,15.5,2.8,-4.06,Enrolled,-0.03300252107847686,-0.31219557249887336,-0.4256635273960964,2,2
1,1,1,9238,1,1,-1.1840071230675797,1,19,19,9,9,111.8,1,0,0,1,1,0,19,0,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,Dropout,-1.062820147612536,0.014440510220084973,0.08007666384140247,1,1
1,17,1,9003,1,1,-0.9565076038994943,1,38,37,5,9,131.4,1,0,0,1,1,1,23,0,17,18,19,18,11.894736842105264,0,12,13,13,13,12.923076923076923,0,15.5,2.8,-4.06,Graduate,0.33371811378166394,-0.09852006983735613,-0.4582632003916033,2,2
1,17,1,9238,1,1,2.0768193183416446,1,19,37,6,6,144.3,0,0,0,1,1,0,22,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,1.1965285079798769,2.036446916444918,1.8295193665134917,1,1
1,39,1,9254,1,1,-2.473171065020064,1,3,19,3,5,115.0,0,0,0,0,1,0,24,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,-0.8269003677845127,2.036446916444918,1.8295193665134917,1,1
1,44,1,9003,1,39,0.5601558572210751,1,4,4,4,2,120.0,1,0,0,1,1,0,22,0,0,6,13,5,13.0,0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled,-0.46475265572119034,-0.4473237708034709,-0.04727767276564925,2,2
1,39,1,9003,1,1,2.0768193183416446,1,1,38,5,6,168.6,0,0,0,1,1,0,26,0,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,2.722887681035314,2.036446916444918,1.8295193665134917,1,1
1,17,6,9773,1,1,0.6359890302771035,1,37,37,5,5,127.7,1,0,0,1,1,0,18,0,0,6,6,6,15.166666666666666,0,0,6,6,6,14.833333333333334,0,9.4,-0.8,-3.12,Graduate,0.07850429734611668,-1.3330397449057227,-1.1760068761646938,3,3
1,44,1,9130,1,39,-0.19817587333920963,1,38,19,9,9,150.0,0,0,0,1,1,0,24,0,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout,1.5654425487340737,-0.056465286508334045,-0.6506065993013443,2,3
1,1,1,9119,1,1,0.7118222033331321,1,1,38,4,3,129.8,1,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,Enrolled,0.22380221220658025,2.036446916444918,-1.2518836040662222,1,3
1,1,1,171,1,1,-0.19817587333920963,1,1,38,7,8,135.6,1,0,0,1,1,0,26,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.6191038000936094,2.036446916444918,1.8295193665134917,1,1
1,39,1,9254,1,19,0.03690696313447821,1,37,37,9,4,100.0,0,0,0,1,1,0,27,0,0,6,11,3,11.333333333333334,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout,-1.9633804969933395,0.06054470593924564,-1.1390636854092695,1,3
1,44,1,9003,1,39,0.5601558572210751,1,37,37,9,6,140.0,1,0,0,1,1,1,20,0,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate,0.9133778737855518,-0.31500796840412426,-0.5484124060615706,2,3
1,1,1,9119,1,1,-0.2740090463952381,1,12,1,4,10,124.1,1,0,0,1,1,0,19,0,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout,-0.1733856458258785,2.036446916444918,-0.8327102024034606,1,3
1,1,1,9085,1,1,1.166821241669303,1,38,38,4,9,131.6,0,0,0,1,1,1,18,0,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout,0.34741044026317075,-1.5048388908100718,-1.4973198921708728,3,3
